dataset,station,component,configuration,template,r,snr_db,snr_lin
ingv,ECPN,dir,sim4,template3,0.5466,2.83,1.3852
ingv,ECPN,dir,sim4,template3,0.5863,2.259,1.297
ingv,ECPN,dir,sim4,template3,0.5806,-0.85,0.9068
ingv,ECPN,dir,sim4,template3,0.5313,1.528,1.1923
ingv,ECPN,dir,sim4,template3,0.5474,0.79,1.0952
ingv,ECPN,dir,sim4,template3,0.5388,0.468,1.0554
ingv,ECPN,dir,sim4,template3,0.535,-1.397,0.8514
ingv,ECPN,dir,sim4,template3,0.5336,1.641,1.208
ingv,ECPN,dir,sim4,template3,0.5921,3.495,1.4953
ingv,ECPN,dir,sim4,template3,0.5849,-0.342,0.9613
ingv,ECPN,dir,sim4,template3,0.5402,-2.538,0.7466
ingv,ECPN,dir,sim4,template3,0.5428,2.738,1.3705
ingv,ECPN,dir,sim4,template3,0.6192,3.171,1.4406
ingv,ECPN,dir,sim4,template3,0.6045,4.27,1.635
ingv,ECPN,dir,sim4,template3,0.554,-0.585,0.9348
ingv,ECPN,dir,sim4,template3,0.5472,-0.979,0.8934
ingv,ECPN,dir,sim4,template3,0.5538,1.483,1.1862
ingv,ECPN,dir,sim4,template3,0.546,-0.114,0.9869
ingv,ECPN,dir,sim4,template3,0.5938,-0.797,0.9123
ingv,ECPN,dir,sim4,template3,0.5832,2.284,1.3007
ingv,ECPN,dir,sim4,template3,0.5677,0.546,1.0649
ingv,ECPN,dir,sim4,template3,0.5458,1.435,1.1797
ingv,ECPN,dir,sim4,template3,0.5452,-0.097,0.9889
ingv,ECPN,dir,sim4,template3,0.5738,1.209,1.1493
ingv,ECPN,dir,sim4,template3,0.5374,-0.496,0.9445
ingv,ECPN,dir,sim4,template3,0.5775,-3.218,0.6904
ingv,ECPN,dir,sim4,template3,0.5624,1.056,1.1293
ingv,ECPN,dir,sim4,template3,0.5866,-2.2,0.7763
ingv,ECPN,dir,sim4,template3,0.6096,1.247,1.1544
ingv,ECPN,dir,sim4,template3,0.57,0.504,1.0597
ingv,ECPN,dir,sim4,template3,0.5362,-1.704,0.8219
ingv,ECPN,dir,sim4,template3,0.5288,2.59,1.3474
ingv,ECPN,dir,sim4,template3,0.5453,2.558,1.3425
ingv,ECPN,dir,sim4,template3,0.5479,-0.15,0.9829
ingv,ECPN,dir,sim4,template3,0.548,1.192,1.1471
ingv,ECPN,dir,sim4,template3,0.6677,4.122,1.6073
ingv,ECPN,dir,sim4,template3,0.5699,0.048,1.0056
ingv,ECPN,dir,sim4,template3,0.5404,0.984,1.12
ingv,ECPN,dir,sim4,template3,0.5371,-0.588,0.9346
ingv,ECPN,dir,sim4,template3,0.5794,-0.942,0.8972
ingv,ECPN,dir,sim4,template3,0.6173,0.345,1.0405
ingv,ECPN,dir,sim4,template3,0.5409,-1.101,0.8809
ingv,ECPN,dir,sim4,template3,0.5555,2.654,1.3573
ingv,ECPN,dir,sim4,template3,0.5866,1.823,1.2335
ingv,ECPN,dir,sim4,template3,0.6055,-0.133,0.9848
ingv,ECPN,dir,sim4,template3,0.5595,2.42,1.3214
ingv,ECPN,dir,sim4,template3,0.6136,1.677,1.213
ingv,ECPN,dir,sim4,template3,0.5976,-1.801,0.8128
ingv,ECPN,dir,sim4,template3,0.6268,4.006,1.586
ingv,ECPN,dir,sim4,template3,0.6265,-1.399,0.8512
ingv,ECPN,dir,sim4,template3,0.5324,-0.384,0.9568
ingv,ECPN,dir,sim4,template3,0.574,0.424,1.05
ingv,ECPN,dir,sim4,template3,0.5766,2.808,1.3816
ingv,ECPN,dir,sim4,template3,0.5324,-0.478,0.9464
ingv,ECPN,dir,sim4,template3,0.5434,0.774,1.0932
ingv,ECPN,dir,sim4,template3,0.5312,0.08,1.0092
ingv,ECPN,dir,sim4,template3,0.6169,1.192,1.1471
ingv,ECPN,dir,sim4,template3,0.5853,-0.314,0.9645
ingv,ECPN,dir,sim4,template3,0.5655,-0.588,0.9345
ingv,ECPN,dir,sim4,template3,0.5369,-0.478,0.9465
ingv,ECPN,dir,sim4,template3,0.537,-0.014,0.9984
ingv,ECPN,dir,sim4,template3,0.6465,-2.54,0.7465
ingv,ECPN,dir,sim4,template3,0.531,0.164,1.0191
ingv,ECPN,dir,sim4,template3,0.5608,-0.155,0.9823
ingv,ECPN,dir,sim4,template3,0.5674,2.437,1.3239
ingv,ECPN,dir,sim4,template4,0.4076,0.938,1.114
ingv,ECPN,dir,sim4,template4,0.3871,2.326,1.307
ingv,ECPN,dir,sim4,template4,0.4054,0.492,1.0582
ingv,ECPN,dir,sim4,template4,0.3897,-1.902,0.8033
ingv,ECPN,dir,sim4,template4,0.4235,1.014,1.1239
ingv,ECPN,dir,sim4,template4,0.3848,1.848,1.2372
ingv,ECPN,dir,sim4,template4,0.383,2.047,1.2657
ingv,ECPN,dir,sim4,template4,0.4234,1.456,1.1826
ingv,ECPN,dir,sim4,template4,0.421,-0.018,0.998
ingv,ECPN,dir,sim4,template4,0.4426,1.93,1.2488
ingv,ECPN,dir,sim4,template4,0.4041,1.526,1.1921
ingv,ECPN,dir,sim4,template4,0.3763,0.377,1.0443
ingv,ECPN,dir,sim4,template4,0.3986,-1.376,0.8535
ingv,ECPN,dir2,sim1,template1,0.5586,-2.469,0.7526
ingv,ECPN,dir2,sim1,template1,0.5066,-1.289,0.8621
ingv,ECPN,dir2,sim1,template1,0.5117,3.19,1.4438
ingv,ECPN,dir2,sim1,template1,0.5438,0.825,1.0996
ingv,ECPN,dir2,sim1,template1,0.5049,0.194,1.0226
ingv,ECPN,dir2,sim1,template1,0.5248,-0.71,0.9215
ingv,ECPN,dir2,sim1,template1,0.5046,-1.587,0.833
ingv,ECPN,dir2,sim1,template1,0.5092,-1.877,0.8057
ingv,ECPN,dir2,sim1,template2,0.5441,0.2,1.0232
ingv,ECPN,dir2,sim1,template2,0.5862,1.909,1.2458
ingv,ECPN,dir2,sim1,template2,0.5421,0.45,1.0532
ingv,ECPN,dir2,sim1,template2,0.5483,1.315,1.1635
ingv,ECPN,dir2,sim1,template3,0.5457,-0.059,0.9933
ingv,ECPN,dir2,sim1,template3,0.5979,-0.231,0.9738
ingv,ECPN,dir2,sim1,template3,0.5389,-1.547,0.8369
ingv,ECPN,dir2,sim1,template3,0.5444,-1.952,0.7987
ingv,ECPN,dir2,sim1,template3,0.5722,-0.334,0.9623
ingv,ECPN,dir2,sim1,template3,0.5632,-1.612,0.8306
ingv,ECPN,dir2,sim1,template3,0.5389,1.255,1.1554
ingv,ECPN,dir2,sim1,template3,0.5538,1.243,1.1539
ingv,ECPN,dir2,sim1,template3,0.5608,-0.117,0.9866
ingv,ECPN,dir2,sim1,template3,0.5651,-1.468,0.8445
ingv,ECPN,dir2,sim1,template3,0.5958,-1.592,0.8325
ingv,ECPN,dir2,sim1,template3,0.5662,0.421,1.0497
ingv,ECPN,dir2,sim1,template3,0.5735,0.894,1.1084
ingv,ECPN,dir2,sim1,template3,0.6404,-4.418,0.6013
ingv,ECPN,dir2,sim1,template3,0.5725,-3.783,0.6469
ingv,ECPN,dir2,sim1,template3,0.5801,3.783,1.5458
ingv,ECPN,dir2,sim1,template3,0.5989,-4.21,0.6159
ingv,ECPN,dir2,sim1,template3,0.5374,-0.954,0.896
ingv,ECPN,dir2,sim1,template3,0.5497,-0.916,0.8999
ingv,ECPN,dir2,sim1,template3,0.6176,1.306,1.1623
ingv,ECPN,dir2,sim1,template3,0.5897,1.28,1.1587
ingv,ECPN,dir2,sim1,template3,0.5506,0.363,1.0427
ingv,ECPN,dir2,sim1,template4,0.3084,0.783,1.0944
ingv,ECPN,dir2,sim1,template4,0.2875,0.584,1.0695
ingv,ECPN,dir2,sim1,template4,0.2871,1.626,1.2059
ingv,ECPN,dir2,sim1,template4,0.3115,1.155,1.1423
ingv,ECPN,dir2,sim1,template4,0.284,-2.817,0.723
ingv,ECPN,dir2,sim1,template4,0.2851,0.709,1.0851
ingv,ECPN,dir2,sim1,template4,0.2892,0.346,1.0406
ingv,ECPN,dir2,sim1,template4,0.2955,-0.32,0.9638
ingv,ECPN,dir2,sim1,template4,0.2824,0.538,1.0639
ingv,ECPN,dir2,sim1,template4,0.2965,2.058,1.2674
ingv,ECPN,dir2,sim1,template4,0.3065,-1.172,0.8738
ingv,ECPN,dir2,sim1,template4,0.2849,0.975,1.1188
ingv,ECPN,dir2,sim1,template4,0.3275,1.951,1.2519
ingv,ECPN,dir2,sim1,template4,0.2928,3.845,1.5569
ingv,ECPN,dir2,sim1,template4,0.2905,1.341,1.1669
ingv,ECPN,dir2,sim1,template4,0.3106,3.052,1.4209
ingv,ECPN,dir2,sim1,template4,0.2886,-1.283,0.8627
ingv,ECPN,dir2,sim1,template4,0.2947,-0.121,0.9862
ingv,ECPN,dir2,sim1,template4,0.3219,-0.62,0.9311
ingv,ECPN,dir2,sim1,template4,0.2924,0.02,1.0023
ingv,ECPN,dir2,sim1,template4,0.2862,-1.63,0.8289
ingv,ECPN,dir2,sim1,template4,0.2865,-1.721,0.8203
ingv,ECPN,dir2,sim1,template4,0.3029,1.507,1.1895
ingv,ECPN,dir2,sim1,template4,0.2939,-0.687,0.924
ingv,ECPN,dir2,sim1,template4,0.3177,2.536,1.3391
ingv,ECPN,dir2,sim1,template4,0.2986,-1.537,0.8378
ingv,ECPN,dir2,sim1,template4,0.3139,-3.191,0.6926
ingv,ECPN,dir2,sim1,template4,0.2846,3.233,1.451
ingv,ECPN,dir2,sim1,template4,0.3274,0.68,1.0815
ingv,ECPN,dir2,sim1,template4,0.3105,0.203,1.0236
ingv,ECPN,dir2,sim1,template4,0.331,1.011,1.1235
ingv,ECPN,dir2,sim1,template4,0.3021,3.498,1.4959
ingv,ECPN,dir2,sim1,template4,0.2885,0.658,1.0787
ingv,ECPN,dir2,sim1,template4,0.3069,-2.83,0.7219
ingv,ECPN,dir2,sim1,template4,0.2938,-1.942,0.7996
ingv,ECPN,dir2,sim1,template4,0.2928,0.571,1.0679
ingv,ECPN,dir2,sim1,template4,0.284,-0.117,0.9866
ingv,ECPN,dir2,sim1,template4,0.3534,-2.623,0.7394
ingv,ECPN,dir2,sim1,template4,0.2879,0.172,1.02
ingv,ECPN,dir2,sim1,template4,0.2816,0.839,1.1014
ingv,ECPN,dir2,sim2,template1,0.622,-0.253,0.9713
ingv,ECPN,dir2,sim2,template1,0.5624,-0.324,0.9634
ingv,ECPN,dir2,sim2,template1,0.6061,-0.673,0.9255
ingv,ECPN,dir2,sim2,template1,0.597,0.057,1.0065
ingv,ECPN,dir2,sim2,template1,0.5892,0.359,1.0422
ingv,ECPN,dir2,sim2,template1,0.5805,-0.919,0.8996
ingv,ECPN,dir2,sim2,template1,0.5843,-2.048,0.79
ingv,ECPN,dir2,sim2,template1,0.5638,3.675,1.5266
ingv,ECPN,dir2,sim2,template1,0.5685,-2.396,0.7589
ingv,ECPN,dir2,sim2,template1,0.5619,-0.541,0.9396
ingv,ECPN,dir2,sim2,template1,0.5624,-1.437,0.8475
ingv,ECPN,dir2,sim2,template1,0.6015,-0.656,0.9272
ingv,ECPN,dir2,sim2,template1,0.5607,2.422,1.3216
ingv,ECPN,dir2,sim2,template1,0.6326,0.508,1.0602
ingv,ECPN,dir2,sim2,template1,0.5823,0.167,1.0194
ingv,ECPN,dir2,sim2,template1,0.5643,0.208,1.0242
ingv,ECPN,dir2,sim2,template1,0.5581,3.339,1.4687
ingv,ECPN,dir2,sim2,template1,0.6049,0.641,1.0766
ingv,ECPN,dir2,sim2,template1,0.5584,1.028,1.1257
ingv,ECPN,dir2,sim2,template1,0.5674,1.392,1.1738
ingv,ECPN,dir2,sim2,template1,0.5828,-1.906,0.803
ingv,ECPN,dir2,sim2,template1,0.657,-0.049,0.9944
ingv,ECPN,dir2,sim2,template1,0.5723,-0.196,0.9777
ingv,ECPN,dir2,sim2,template1,0.5858,0.739,1.0888
ingv,ECPN,dir2,sim2,template1,0.6248,0.561,1.0667
ingv,ECPN,dir2,sim2,template1,0.5587,0.165,1.0192
ingv,ECPN,dir2,sim2,template2,0.622,-0.874,0.9043
ingv,ECPN,dir2,sim2,template2,0.6247,1.544,1.1945
ingv,ECPN,dir2,sim2,template2,0.662,2.329,1.3076
ingv,ECPN,dir2,sim2,template3,0.6701,0.793,1.0957
ingv,ECPN,dir2,sim2,template3,0.6488,4.619,1.7019
ingv,ECPN,dir2,sim2,template3,0.6879,0.625,1.0747
ingv,ECPN,dir2,sim2,template3,0.6321,0.254,1.0297
ingv,ECPN,dir2,sim2,template3,0.6332,-0.678,0.9249
ingv,ECPN,dir2,sim2,template3,0.6594,1.709,1.2174
ingv,ECPN,dir2,sim2,template4,0.3865,0.739,1.0888
ingv,ECPN,dir2,sim2,template4,0.4947,0.392,1.0461
ingv,ECPN,dir2,sim2,template4,0.3799,-1.004,0.8908
ingv,ECPN,dir2,sim2,template4,0.3892,1.164,1.1434
ingv,ECPN,dir2,sim2,template4,0.4099,-1.17,0.8739
ingv,ECPN,dir2,sim2,template4,0.3901,0.804,1.0969
ingv,ECPN,dir2,sim2,template4,0.3807,2.17,1.2838
ingv,ECPN,dir2,sim2,template4,0.3902,0.118,1.0137
ingv,ECPN,dir2,sim2,template4,0.3881,-0.388,0.9563
ingv,ECPN,dir2,sim2,template4,0.3847,-0.082,0.9906
ingv,ECPN,dir2,sim2,template4,0.377,0.429,1.0506
ingv,ECPN,dir2,sim3,template1,0.6432,-1.468,0.8445
ingv,ECPN,dir2,sim3,template2,0.6552,2.169,1.2837
ingv,ECPN,dir2,sim3,template2,0.6751,1.524,1.1918
ingv,ECPN,dir2,sim3,template2,0.6506,4.59,1.6963
ingv,ECPN,dir2,sim3,template2,0.6915,1.03,1.1258
ingv,ECPN,dir2,sim3,template2,0.6807,-0.96,0.8953
ingv,ECPN,dir2,sim3,template2,0.66,-0.504,0.9436
ingv,ECPN,dir2,sim3,template2,0.6547,2.239,1.294
ingv,ECPN,dir2,sim3,template2,0.6797,0.899,1.1091
ingv,ECPN,dir2,sim3,template2,0.6904,2.035,1.264
ingv,ECPN,dir2,sim3,template2,0.6486,3.792,1.5473
ingv,ECPN,dir2,sim3,template2,0.7029,-0.365,0.9589
ingv,ECPN,dir2,sim3,template2,0.6445,1.177,1.1451
ingv,ECPN,dir2,sim3,template2,0.6545,0.542,1.0644
ingv,ECPN,dir2,sim3,template3,0.6911,2.308,1.3044
ingv,ECPN,dir2,sim3,template3,0.6715,0.393,1.0463
ingv,ECPN,dir2,sim3,template3,0.6902,3.245,1.453
ingv,ECPN,dir2,sim3,template3,0.6732,2.199,1.288
ingv,ECPN,dir2,sim3,template3,0.7116,0.917,1.1113
ingv,ECPN,dir2,sim3,template3,0.7213,1.648,1.2089
ingv,ECPN,dir2,sim3,template3,0.666,0.287,1.0336
ingv,ECPN,dir2,sim3,template3,0.6588,2.205,1.289
ingv,ECPN,dir2,sim3,template3,0.7033,1.236,1.1529
ingv,ECPN,dir2,sim3,template3,0.6732,0.871,1.1055
ingv,ECPN,dir2,sim3,template4,0.3868,1.496,1.188
ingv,ECPN,dir2,sim3,template4,0.3999,1.303,1.1618
ingv,ECPN,dir2,sim3,template4,0.3801,1.803,1.2307
ingv,ECPN,dir2,sim3,template4,0.3733,1.867,1.2398
ingv,ECPN,dir2,sim3,template4,0.3822,0.088,1.0101
ingv,ECPN,dir2,sim3,template4,0.3916,1.021,1.1247
ingv,ECPN,dir2,sim3,template4,0.4667,-0.891,0.9025
ingv,ECPN,dir2,sim3,template4,0.4045,-0.824,0.9095
ingv,ECPN,dir2,sim3,template4,0.4041,0.627,1.0748
ingv,ECPN,dir2,sim3,template4,0.3983,0.12,1.014
ingv,ECPN,dir2,sim3,template4,0.4046,-0.613,0.9318
ingv,ECPN,dir2,sim3,template4,0.4021,0.887,1.1076
ingv,ECPN,dir2,sim3,template4,0.3821,0.152,1.0177
ingv,ECPN,dir2,sim3,template4,0.4165,1.991,1.2577
ingv,ECPN,dir2,sim3,template4,0.3967,1.036,1.1267
ingv,ECPN,dir2,sim3,template4,0.4345,2.194,1.2874
ingv,ECPN,dir2,sim3,template4,0.395,0.179,1.0209
ingv,ECPN,dir2,sim3,template4,0.3834,-0.013,0.9985
ingv,ECPN,dir2,sim3,template4,0.4817,1.162,1.1432
ingv,ECPN,dir2,sim3,template4,0.437,0.162,1.0189
ingv,ECPN,dir2,sim3,template4,0.405,-1.828,0.8102
ingv,ECPN,dir2,sim3,template4,0.3955,0.167,1.0194
ingv,ECPN,dir2,sim3,template4,0.3918,-0.051,0.9941
ingv,ECPN,dir2,sim3,template4,0.3752,0.654,1.0782
ingv,ECPN,dir2,sim3,template4,0.3811,1.762,1.2248
ingv,ECPN,dir2,sim3,template4,0.4169,-1.209,0.87
ingv,ECPN,dir2,sim3,template4,0.3843,-1.983,0.7959
ingv,ECPN,dir2,sim3,template4,0.4057,1.931,1.249
ingv,ECPN,dir2,sim3,template4,0.403,0.393,1.0463
ingv,ECPN,dir2,sim3,template4,0.3921,-1.095,0.8816
ingv,ECPN,dir2,sim3,template4,0.3789,0.887,1.1076
ingv,ECPN,dir2,sim3,template4,0.435,1.834,1.2351
ingv,ECPN,dir2,sim4,template1,0.7178,0.822,1.0992
ingv,ECPN,dir2,sim4,template1,0.665,2.332,1.3079
ingv,ECPN,dir2,sim4,template1,0.6988,2.503,1.334
ingv,ECPN,dir2,sim4,template1,0.6864,0.776,1.0935
ingv,ECPN,dir2,sim4,template2,0.6812,1.432,1.1792
ingv,ECPN,dir2,sim4,template2,0.6846,4.636,1.7052
ingv,ECPN,dir2,sim4,template2,0.7217,-0.808,0.9112
ingv,ECPN,dir2,sim4,template2,0.6604,-0.785,0.9136
ingv,ECPN,dir2,sim4,template2,0.6785,3.86,1.5596
ingv,ECPN,dir2,sim4,template2,0.6891,-0.331,0.9626
ingv,ECPN,dir2,sim4,template2,0.6643,0.092,1.0106
ingv,ECPN,dir2,sim4,template2,0.654,-2.572,0.7437
ingv,ECPN,dir2,sim4,template2,0.6516,1.294,1.1606
ingv,ECPN,dir2,sim4,template3,0.6805,5.022,1.7827
ingv,ECPN,dir2,sim4,template3,0.7741,3.161,1.439
ingv,ECPN,dir2,sim4,template3,0.6872,2.134,1.2785
ingv,ECPN,dir2,sim4,template3,0.7094,2.426,1.3223
ingv,ECPN,dir2,sim4,template3,0.6856,-1.945,0.7994
ingv,ECPN,dir2,sim4,template3,0.7367,1.016,1.1241
ingv,ECPN,dir2,sim4,template4,0.4266,1.741,1.222
ingv,ECPN,dir2,sim4,template4,0.3913,1.223,1.1512
ingv,ECPN,dir2,sim4,template4,0.3947,0.145,1.0168
ingv,ECPN,dir2,sim4,template4,0.4572,-1.107,0.8803
ingv,ECPN,dir2,sim4,template4,0.4,-0.012,0.9986
ingv,ECPN,dir2,sim4,template4,0.4103,1.551,1.1954
ingv,ECPN,dir2,sim4,template4,0.3997,3.905,1.5676
ingv,ECPN,dir2,sim4,template4,0.3956,1.642,1.2081
ingv,ECPN,dir2,sim4,template4,0.4008,1.909,1.2458
ingv,ECPN,dir2,sim4,template4,0.4706,2.01,1.2604
ingv,ECPN,dir2,sim4,template4,0.4191,-0.431,0.9516
ingv,ECPN,dir2,sim4,template4,0.4019,1.829,1.2344
ingv,ECPN,dir2,sim4,template4,0.4085,0.072,1.0083
ingv,ECPN,dir2,sim4,template4,0.4268,-0.367,0.9586
ingv,ECPN,dir2,sim4,template4,0.384,0.673,1.0806
ingv,ECPN,dir2,sim4,template4,0.4387,0.784,1.0945
ingv,ECPN,dir2,sim4,template4,0.4384,-0.541,0.9396
ingv,ECPN,dir2,sim4,template4,0.4043,0.069,1.008
ingv,ECPN,dir2,sim4,template4,0.4545,0.728,1.0874
ingv,ECPN,dir2,sim4,template4,0.4136,-2.128,0.7827
ingv,ECPN,dir2,sim4,template4,0.396,0.573,1.0682
ingv,ECPN,dir2,sim4,template4,0.4251,0.571,1.068
ingv,ECPN,dir2,sim4,template4,0.4382,0.038,1.0043
ingv,ECPN,dir2,sim4,template4,0.3835,0.035,1.004
ingv,ECPN,mag,sim1,template1,0.5054,0.646,1.0772
ingv,ECPN,mag,sim1,template1,0.5856,-2.45,0.7542
ingv,ECPN,mag,sim1,template1,0.5157,2.426,1.3222
ingv,ECPN,mag,sim1,template1,0.5101,-2.494,0.7504
ingv,ECPN,mag,sim1,template1,0.5142,2.685,1.3622
ingv,ECPN,mag,sim1,template1,0.5156,0.974,1.1186
ingv,ECPN,mag,sim1,template1,0.5028,0.33,1.0387
ingv,ECPN,mag,sim1,template1,0.5404,-1.342,0.8569
ingv,ECPN,mag,sim1,template2,0.5269,-0.409,0.9541
ingv,ECPN,mag,sim1,template2,0.5449,0.196,1.0228
ingv,ECPN,mag,sim1,template2,0.5228,0.302,1.0354
ingv,ECPN,mag,sim1,template2,0.5872,1.933,1.2493
ingv,ECPN,mag,sim1,template2,0.5294,1.457,1.1827
ingv,ECPN,mag,sim1,template2,0.5346,-1.416,0.8495
ingv,ECPN,mag,sim1,template3,0.5497,-0.076,0.9913
ingv,ECPN,mag,sim1,template3,0.5332,-0.51,0.943
ingv,ECPN,mag,sim1,template3,0.6027,-0.239,0.9728
ingv,ECPN,mag,sim1,template3,0.5385,-1.525,0.839
ingv,ECPN,mag,sim1,template3,0.5458,-1.958,0.7982
ingv,ECPN,mag,sim1,template3,0.569,-0.334,0.9622
ingv,ECPN,mag,sim1,template3,0.5647,-1.594,0.8324
ingv,ECPN,mag,sim1,template3,0.5371,1.229,1.152
ingv,ECPN,mag,sim1,template3,0.534,-5.856,0.5096
ingv,ECPN,mag,sim1,template3,0.5544,1.349,1.168
ingv,ECPN,mag,sim1,template3,0.5641,-0.031,0.9964
ingv,ECPN,mag,sim1,template3,0.5441,-1.903,0.8032
ingv,ECPN,mag,sim1,template3,0.5644,-1.485,0.8429
ingv,ECPN,mag,sim1,template3,0.5428,-2.131,0.7824
ingv,ECPN,mag,sim1,template3,0.5776,0.572,1.0681
ingv,ECPN,mag,sim1,template3,0.5718,0.723,1.0867
ingv,ECPN,mag,sim1,template3,0.6171,-4.575,0.5905
ingv,ECPN,mag,sim1,template3,0.5382,-3.99,0.6317
ingv,ECPN,mag,sim1,template3,0.5487,-3.783,0.6469
ingv,ECPN,mag,sim1,template3,0.5859,3.444,1.4866
ingv,ECPN,mag,sim1,template3,0.5508,-3.92,0.6368
ingv,ECPN,mag,sim1,template3,0.5539,-1.187,0.8723
ingv,ECPN,mag,sim1,template3,0.6062,1.499,1.1884
ingv,ECPN,mag,sim1,template3,0.5326,-1.978,0.7964
ingv,ECPN,mag,sim1,template3,0.606,1.575,1.1988
ingv,ECPN,mag,sim1,template3,0.545,-1.499,0.8415
ingv,ECPN,mag,sim1,template3,0.5452,0.328,1.0384
ingv,ECPN,mag,sim1,template4,0.3215,0.8,1.0965
ingv,ECPN,mag,sim1,template4,0.2781,-0.188,0.9786
ingv,ECPN,mag,sim1,template4,0.2879,0.589,1.0702
ingv,ECPN,mag,sim1,template4,0.2913,1.898,1.2443
ingv,ECPN,mag,sim1,template4,0.285,1.638,1.2075
ingv,ECPN,mag,sim1,template4,0.3178,1.131,1.1391
ingv,ECPN,mag,sim1,template4,0.2788,-2.824,0.7224
ingv,ECPN,mag,sim1,template4,0.2786,-0.425,0.9522
ingv,ECPN,mag,sim1,template4,0.2853,0.699,1.0838
ingv,ECPN,mag,sim1,template4,0.2802,0.46,1.0544
ingv,ECPN,mag,sim1,template4,0.2825,-0.29,0.9672
ingv,ECPN,mag,sim1,template4,0.3005,2.068,1.2687
ingv,ECPN,mag,sim1,template4,0.2849,-2.71,0.732
ingv,ECPN,mag,sim1,template4,0.2811,-0.198,0.9775
ingv,ECPN,mag,sim1,template4,0.294,-1.171,0.8739
ingv,ECPN,mag,sim1,template4,0.281,0.988,1.1204
ingv,ECPN,mag,sim1,template4,0.3332,1.925,1.248
ingv,ECPN,mag,sim1,template4,0.2875,3.84,1.5559
ingv,ECPN,mag,sim1,template4,0.2933,1.378,1.172
ingv,ECPN,mag,sim1,template4,0.318,3.2,1.4454
ingv,ECPN,mag,sim1,template4,0.2806,0.397,1.0468
ingv,ECPN,mag,sim1,template4,0.2847,-1.249,0.8661
ingv,ECPN,mag,sim1,template4,0.2808,-0.611,0.932
ingv,ECPN,mag,sim1,template4,0.2837,-0.155,0.9823
ingv,ECPN,mag,sim1,template4,0.3222,-0.581,0.9353
ingv,ECPN,mag,sim1,template4,0.294,0.003,1.0003
ingv,ECPN,mag,sim1,template4,0.2857,0.07,1.0081
ingv,ECPN,mag,sim1,template4,0.2809,-0.768,0.9154
ingv,ECPN,mag,sim1,template4,0.2805,-1.788,0.8139
ingv,ECPN,mag,sim1,template4,0.2914,1.177,1.1451
ingv,ECPN,mag,sim1,template4,0.2821,-0.22,0.9749
ingv,ECPN,mag,sim1,template4,0.2977,-0.598,0.9334
ingv,ECPN,mag,sim1,template4,0.2873,0.99,1.1207
ingv,ECPN,mag,sim1,template4,0.3078,3.227,1.45
ingv,ECPN,mag,sim1,template4,0.2938,-1.201,0.8708
ingv,ECPN,mag,sim1,template4,0.3223,-2.965,0.7108
ingv,ECPN,mag,sim1,template4,0.2915,-0.145,0.9835
ingv,ECPN,mag,sim1,template4,0.2808,3.592,1.5121
ingv,ECPN,mag,sim1,template4,0.3322,0.771,1.0928
ingv,ECPN,mag,sim1,template4,0.2994,0.27,1.0316
ingv,ECPN,mag,sim1,template4,0.3204,1.057,1.1294
ingv,ECPN,mag,sim1,template4,0.2817,3.218,1.4485
ingv,ECPN,mag,sim1,template4,0.2807,1.156,1.1423
ingv,ECPN,mag,sim1,template4,0.2861,-2.714,0.7316
ingv,ECPN,mag,sim1,template4,0.3636,-2.732,0.7301
ingv,ECPN,mag,sim1,template4,0.2917,0.047,1.0055
ingv,ECPN,mag,sim1,template4,0.297,0.983,1.1198
ingv,ECPN,mag,sim1,template4,0.2821,2.748,1.3722
ingv,ECPN,mag,sim1,template4,0.2848,0.64,1.0765
ingv,ECPN,mag,sim2,template1,0.6301,-0.256,0.971
ingv,ECPN,mag,sim2,template1,0.5574,-0.323,0.9635
ingv,ECPN,mag,sim2,template1,0.6064,-0.648,0.9281
ingv,ECPN,mag,sim2,template1,0.5926,0.049,1.0057
ingv,ECPN,mag,sim2,template1,0.589,0.354,1.0416
ingv,ECPN,mag,sim2,template1,0.5834,-0.933,0.8981
ingv,ECPN,mag,sim2,template1,0.584,-1.638,0.8281
ingv,ECPN,mag,sim2,template1,0.5602,-1.761,0.8164
ingv,ECPN,mag,sim2,template1,0.5744,-2.06,0.7888
ingv,ECPN,mag,sim2,template1,0.609,-0.511,0.9429
ingv,ECPN,mag,sim2,template1,0.557,-2.461,0.7533
ingv,ECPN,mag,sim2,template1,0.5672,-5.982,0.5022
ingv,ECPN,mag,sim2,template1,0.5929,0.632,1.0755
ingv,ECPN,mag,sim2,template1,0.6198,-0.077,0.9912
ingv,ECPN,mag,sim2,template1,0.5691,0.235,1.0274
ingv,ECPN,mag,sim2,template1,0.5667,3.283,1.4593
ingv,ECPN,mag,sim2,template1,0.6265,0.607,1.0724
ingv,ECPN,mag,sim2,template1,0.5758,0.708,1.085
ingv,ECPN,mag,sim2,template1,0.6347,-0.224,0.9745
ingv,ECPN,mag,sim2,template1,0.5889,0.616,1.0735
ingv,ECPN,mag,sim2,template1,0.6108,0.604,1.072
ingv,ECPN,mag,sim2,template1,0.5696,0.024,1.0027
ingv,ECPN,mag,sim2,template2,0.627,1.602,1.2025
ingv,ECPN,mag,sim2,template2,0.6623,2.34,1.3092
ingv,ECPN,mag,sim2,template2,0.6312,-2.629,0.7389
ingv,ECPN,mag,sim2,template3,0.6699,0.785,1.0946
ingv,ECPN,mag,sim2,template3,0.6538,4.555,1.6895
