dataset,station,component,method,peak_time,score,significant,snr,kurt,econc,leakage,vetoed,ulp_score,ulp_pass
ingv,ECPN,mag,stack,2023-02-21 08:16:31,0.3782,True,2.5189864385252414,-0.14558835248087343,0.08140597112991306,1.5049788212023458,False,0.225592957829284,False
ingv,EEC1,mag,stack,2022-12-17 00:22:40,0.34,True,2.072454583909181,-0.24601276023882201,0.13675892141575322,0.7210094981771097,False,0.1803989689900547,True
ingv,ECPN,mag,stack,2023-01-31 15:30:13,0.3636,False,2.1913856930330975,-0.5494164055562729,0.09194649004202489,1.3917530997113723,False,0.17943462782119762,False
ingv,ECPN,mag,max,2023-01-25 07:13:57,0.6287,True,1.3573962653286424,0.02398897223376739,0.12511141410752824,1.9751121102275495,False,0.17927346416283996,False
ingv,ECPN,mag,stack,2023-01-07 05:27:11,0.3681,False,1.9926549464437673,0.016411270807777267,0.06390527230498617,1.2228143161648384,False,0.17227364806121093,False
experiment,ECIT,mag,stack,2023-07-29 13:32:05,0.3726,False,1.8005073253311905,0.0079809886152864,0.17269406718242192,0.3908979129859028,False,0.17013775610615345,True
ingv,ECPN,mag,max,2023-02-12 09:12:22,0.6015,False,1.8053706961902567,-0.7282952577247479,0.2572186768397488,1.537814827770191,False,0.16455763253789474,False
ingv,ECPN,mag,stack,2023-01-12 19:38:30,0.4124,True,1.9029347828035739,-0.6840056661099787,0.12257725288081404,1.385299152547878,False,0.15992977853538964,False
ingv,EEC1,mag,stack,2022-12-13 06:51:05,0.3383,True,2.212699685410704,-0.5575775741436235,0.1408075587521586,0.9326320622165352,False,0.15968725424763897,True
ingv,EEC1,mag,max,2022-11-18 07:11:17,0.543,True,1.8071724997427343,-0.4830609718968861,0.13559171445881274,1.9251112587298371,False,0.14721591962394281,False
ingv,ECPN,mag,stack,2023-01-27 10:37:06,0.377,True,1.5221992347044084,-0.9406431396842811,0.09806979279914947,1.2717413450402595,False,0.13685640022850515,False
ingv,ECPN,mag,stack,2022-12-29 03:28:54,0.3714,False,1.8411453800038087,-0.7796766594353701,0.1293307183035555,1.150152957346541,False,0.09900602270120817,False
ingv,ECPN,mag,stack,2023-01-23 05:30:24,0.3896,True,1.73821732046856,-0.5597642300787138,0.04197940883971428,1.7001410027185182,False,0.09307327931746395,False
ingv,ECPN,mag,stack,2023-02-21 03:58:11,0.3951,True,1.2912047362987702,-0.641096114291932,0.07374954404773372,1.3026322637147651,False,0.08617771608874686,False
ingv,ECPN,mag,stack,2023-01-15 16:54:38,0.3774,True,1.9272029545959901,-0.1655781137408856,0.06064832995435567,1.4239781052989242,False,0.07280731502244508,False
experiment,ECOR,mag,stack,2023-08-02 13:15:27,0.3655,False,5.284396242465628,3.5676165973663485,0.12825910349063824,0.9425984302382622,False,0.07091561434747651,True
experiment,ECIT,mag,stack,2023-07-30 14:36:53,0.3645,False,2.409676891947947,-0.1386054017837548,0.18396469940595017,0.7716717323380761,False,0.04749623831645455,True
ingv,EEC1,mag,max,2023-02-11 20:36:04,0.5737,True,1.3827221841627222,-0.49245552109879887,0.14312979835277884,1.902070864784699,False,0.0272701430058212,False
ingv,EEC1,mag,max,2023-01-15 07:35:20,0.5457,True,2.805123419393267,3.5576909244893047,0.11255534414870311,0.744294552689006,False,0.02486061674684925,True
ingv,EEC1,mag,stack,2022-12-15 21:01:07,0.338,True,2.587800645655264,-0.04914365960418188,0.10015497929262925,1.3230973521795442,False,-0.05240471374003347,False
